"","V1","V2","V3"
"42","Per_Public_label","Per_Public_label","0.13995312792349"
"43","MedInc_label","pos_label","0.544435573598292"
"44","MedInc_label","MedInc_label","0.423850255628407"
"45","pos_label","pos_label","0.487258251178736"
"46","MedInc_label","hosp_den_label","0.643198792770529"
"47","MedInc_label","MedInc_label","0.423850255628407"
"48","hosp_den_label","hosp_den_label","0.505337255615498"
"49","MedInc_label","transit_den_label","0.526219165474193"
"50","MedInc_label","MedInc_label","0.423850255628407"
"51","transit_den_label","transit_den_label","0.225396653862157"
"52","MedInc_label","non_transit_den_label","0.557935197605484"
"53","MedInc_label","MedInc_label","0.423850255628407"
"54","non_transit_den_label","non_transit_den_label","0.233956240274837"
"55","MedInc_label","stop_den_label","0.48615729859296"
"56","MedInc_label","MedInc_label","0.423850255628407"
"57","stop_den_label","stop_den_label","0.108733645766399"
"58","MedAge_label","Per_White_label","0.317339130324256"
"59","MedAge_label","MedAge_label","0.074433692571534"
"60","Per_White_label","Per_White_label","0.0687461819689246"
"61","MedAge_label","Per_Bach_label","0.551012731255826"
"62","MedAge_label","MedAge_label","0.074433692571534"
"63","Per_Bach_label","Per_Bach_label","0.432763427521276"
"64","MedAge_label","Per_Public_label","0.262629587968872"
"65","MedAge_label","MedAge_label","0.074433692571534"
"66","Per_Public_label","Per_Public_label","0.13995312792349"
"67","MedAge_label","pos_label","0.585620079749157"
"68","MedAge_label","MedAge_label","0.074433692571534"
"69","pos_label","pos_label","0.487258251178736"
"70","MedAge_label","hosp_den_label","0.567055484019813"
"71","MedAge_label","MedAge_label","0.074433692571534"
"72","hosp_den_label","hosp_den_label","0.505337255615498"
"73","MedAge_label","transit_den_label","0.34946643530045"
"74","MedAge_label","MedAge_label","0.074433692571534"
"75","transit_den_label","transit_den_label","0.225396653862157"
"76","MedAge_label","non_transit_den_label","0.332428439095661"
"77","MedAge_label","MedAge_label","0.074433692571534"
"78","non_transit_den_label","non_transit_den_label","0.233956240274837"
"79","MedAge_label","stop_den_label","0.169324390828355"
"80","MedAge_label","MedAge_label","0.074433692571534"
"81","stop_den_label","stop_den_label","0.108733645766399"
"82","Per_White_label","Per_Bach_label","0.497917385791855"
"83","Per_White_label","Per_White_label","0.0687461819689246"
"84","Per_Bach_label","Per_Bach_label","0.432763427521276"
"85","Per_White_label","Per_Public_label","0.347227245097233"
"86","Per_White_label","Per_White_label","0.0687461819689246"
"87","Per_Public_label","Per_Public_label","0.13995312792349"
"88","Per_White_label","pos_label","0.565153563717052"
"89","Per_White_label","Per_White_label","0.0687461819689246"
"90","pos_label","pos_label","0.487258251178736"
"91","Per_White_label","hosp_den_label","0.603217756893873"
"92","Per_White_label","Per_White_label","0.0687461819689246"
"93","hosp_den_label","hosp_den_label","0.505337255615498"
"94","Per_White_label","transit_den_label","0.315049221461248"
"95","Per_White_label","Per_White_label","0.0687461819689246"
"96","transit_den_label","transit_den_label","0.225396653862157"
"97","Per_White_label","non_transit_den_label","0.402065174569995"
"98","Per_White_label","Per_White_label","0.0687461819689246"
"99","non_transit_den_label","non_transit_den_label","0.233956240274837"
"100","Per_White_label","stop_den_label","0.200918416208556"
"101","Per_White_label","Per_White_label","0.0687461819689246"
"102","stop_den_label","stop_den_label","0.108733645766399"
"103","Per_Bach_label","Per_Public_label","0.6151812555916"
"104","Per_Bach_label","Per_Bach_label","0.432763427521276"
"105","Per_Public_label","Per_Public_label","0.13995312792349"
"106","Per_Bach_label","pos_label","0.562587031449291"
"107","Per_Bach_label","Per_Bach_label","0.432763427521276"
"108","pos_label","pos_label","0.487258251178736"
"109","Per_Bach_label","hosp_den_label","0.666134020271658"
"110","Per_Bach_label","Per_Bach_label","0.432763427521276"
"111","hosp_den_label","hosp_den_label","0.505337255615498"
"112","Per_Bach_label","transit_den_label","0.53526033558792"
"113","Per_Bach_label","Per_Bach_label","0.432763427521276"
"114","transit_den_label","transit_den_label","0.225396653862157"
"115","Per_Bach_label","non_transit_den_label","0.524538515760104"
"116","Per_Bach_label","Per_Bach_label","0.432763427521276"
"117","non_transit_den_label","non_transit_den_label","0.233956240274837"
"118","Per_Bach_label","stop_den_label","0.497002888309305"
"119","Per_Bach_label","Per_Bach_label","0.432763427521276"
"120","stop_den_label","stop_den_label","0.108733645766399"
"121","Per_Public_label","pos_label","0.640144837308758"
"122","Per_Public_label","Per_Public_label","0.13995312792349"
"123","pos_label","pos_label","0.487258251178736"
"124","Per_Public_label","hosp_den_label","0.620944954494783"
"125","Per_Public_label","Per_Public_label","0.13995312792349"
"126","hosp_den_label","hosp_den_label","0.505337255615498"
"127","Per_Public_label","transit_den_label","0.445725433527647"
"128","Per_Public_label","Per_Public_label","0.13995312792349"
"129","transit_den_label","transit_den_label","0.225396653862157"
"130","Per_Public_label","non_transit_den_label","0.429014644934858"
"131","Per_Public_label","Per_Public_label","0.13995312792349"
"132","non_transit_den_label","non_transit_den_label","0.233956240274837"
"133","Per_Public_label","stop_den_label","0.231013706354787"
"134","Per_Public_label","Per_Public_label","0.13995312792349"
"135","stop_den_label","stop_den_label","0.108733645766399"
"136","pos_label","hosp_den_label","0.69072567500494"
"137","pos_label","pos_label","0.487258251178736"
"138","hosp_den_label","hosp_den_label","0.505337255615498"
"139","pos_label","transit_den_label","0.554976047651741"
"140","pos_label","pos_label","0.487258251178736"
"141","transit_den_label","transit_den_label","0.225396653862157"
"142","pos_label","non_transit_den_label","0.566914736390203"
"143","pos_label","pos_label","0.487258251178736"
"144","non_transit_den_label","non_transit_den_label","0.233956240274837"
"145","pos_label","stop_den_label","0.554692067997537"
"146","pos_label","pos_label","0.487258251178736"
"147","stop_den_label","stop_den_label","0.108733645766399"
"148","hosp_den_label","transit_den_label","0.565704525683945"
"149","hosp_den_label","hosp_den_label","0.505337255615498"
"150","transit_den_label","transit_den_label","0.225396653862157"
"151","hosp_den_label","non_transit_den_label","0.641230980663303"
"152","hosp_den_label","hosp_den_label","0.505337255615498"
"153","non_transit_den_label","non_transit_den_label","0.233956240274837"
"154","hosp_den_label","stop_den_label","0.526216037332521"
"155","hosp_den_label","hosp_den_label","0.505337255615498"
"156","stop_den_label","stop_den_label","0.108733645766399"
"157","transit_den_label","non_transit_den_label","0.33248105589447"
"158","transit_den_label","transit_den_label","0.225396653862157"
"159","non_transit_den_label","non_transit_den_label","0.233956240274837"
"160","transit_den_label","stop_den_label","0.270784941891114"
"161","transit_den_label","transit_den_label","0.225396653862157"
"162","stop_den_label","stop_den_label","0.108733645766399"
"163","non_transit_den_label","stop_den_label","0.279657940939686"
"164","non_transit_den_label","non_transit_den_label","0.233956240274837"
"165","stop_den_label","stop_den_label","0.108733645766399"
